valve_1;valve_2;valve_3;valve_4;valve_5;valve_6;valve_7;valve_8;valve_9;valve_10;valve_11;valve_12;QGRS_1;QGRS_2;QPlant_1;QPlant_2;QPlant_3;QPlant_4;PGRS_1;PGRS_2;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;Q_1;Q_2;Q_3;Q_4;Q_5;Q_6;Q_7;Q_8
0,7638182246170591;0,8603987232329162;0,9227829727143371;0,8904234165726637;0,85691825642531;0,7296791774980409;0,7783930550346073;0,757142469154158;0,8761782481531553;0,9011524116659286;0,8847287737529019;0,7467590028619712;15,777672209718899;16,5445413998778;2,9888316340175294;4,97205011024349;5,9874458000405095;7,2308188691240405;307570,037262673;311224,936250677;239741,49742953398;210359,28397008;205374,64777098698;219034,182690964;223682,374252676;223986,73733935898;276315,92052155;245552,273810896;276331,512194954;1,36179521770791;0,656054019185113;0,612302404567854;0,665626624957595;0,706399901061738;2,7443332493112402;1,37532425605968;2,05542172783396
0,7187039759754453;0,7791591134995655;0,7556327768847669;0,8280859861000999;0,8630522403821842;0,8167095835576674;0,6832394551972834;0,8431281375130248;0,8463166691126489;0,6361402759801305;0,627172667034681;0,7845649792560491;15,0790978848362;15,2509630036766;3,6598714363150298;3,9557830070940097;4,54079997610357;7,15534409142275;298087,966125676;299684,00601357897;234925,951464846;209666,385601028;207781,590867742;218640,85845484602;221390,11198873198;221550,502641441;267917,08161566604;232975,20436978398;267761,132195546;1,34577657042788;0,6367788060423449;0,657119427125529;0,711717507360417;0,702305717210467;2,70514473525486;1,29920317538642;1,74412323861366
0,8395661014071268;0,7254719735469952;0,9679825661351991;0,7273165554260823;0,6606519520902411;0,7020640128399089;0,7181540316761076;0,8171715290579887;0,7495461889822369;0,9376119016636018;0,8120278858887507;0,8047786835243332;17,2424224328677;14,3678343600272;2,44299588394976;5,0841275820995;5,485566468325679;7,684828650511349;312039,952169155;296578,632200284;220742,18920670802;204241,644320591;202839,38437553603;216514,548040203;220146,476798135;219975,38534685;273304,323787637;245193,113957784;273205,448380368;1,22284275228013;0,621263898918389;0,60007147961173;0,6991669127853071;0,7026146034993729;2,82803204604918;1,37909764314623;1,3618084791907399
0,7088547667874971;0,8350476845403209;0,7066679727178092;0,8012227338833886;0,6327252864944102;0,7227374132258737;0,7343337109612057;0,7813878222937081;0,8671651746877646;0,8913258825881462;0,7599242966179889;0,6209999424560297;14,748056396158303;16,0599365753195;3,21125137585953;5,08929718053117;5,322283847935349;6,18422869064562;306120,741881907;311806,033936753;225059,432113805;206364,0396589;205134,990369141;218741,73929300398;222761,476934962;222585,474940522;277147,792383246;239898,123288902;281022,90007923;1,2556106618269298;0,6634164529922121;0,620991342939909;0,7080126765730359;0,7026213088714799;2,82842425574394;1,3388736192525101;2,5484031841227703
0,730565004770837;0,8415274196661606;0,7530761018580586;0,8657681956333142;0,6434919944724676;0,6245256714963924;0,7616692722277099;0,7053513331773755;0,930973986621416;0,8192774998590604;0,8121765302641596;0,6437616297424756;15,0968352928872;16,0889052342641;3,48020508156345;4,68388488605012;5,58835472632915;6,412202732787531;307987,25272133603;311598,075135772;226196,41277552603;206778,25797190898;205177,22101225102;219317,08679601102;223571,20787328802;223309,806427658;277863,6969408;241856,111606365;280375,067791009;1,23630404180439;0,646283470753974;0,6096498549227131;0,6781561839074649;0,6846340437852528;2,81469746921704;1,3496038730246898;2,5852038036383997
0,7458916636730127;0,8589103689306751;0,741143726181653;0,740001433946601;0,9173128946773055;0,763128095357783;0,8070148534083773;0,7275267560518017;0,6371269805940988;0,6319914268172151;0,9783885498096048;0,9707470588635947;15,710596373597902;16,6410572742824;2,47220841578756;3,73584153393646;6,65485459880916;8,54696594229946;298179,34248671;306491,323848482;237255,157038679;207796,152890358;205293,862618012;216085,00461739898;219578,605383572;219619,933814938;264900,736084983;230227,808606205;263140,114585841;1,35536760747868;0,6672193589351639;0,6513854960527651;0,7014148479232231;0,665039654566593;2,64913603074142;1,27786814783359;1,5172185856186
0,8124698251132311;0,7181394334476169;0,7086195472074713;0,7675574467933562;0,9129339493277161;0,7722633439280051;0,7774295244966707;0,7758387571287434;0,8230950375841877;0,76529530676861;0,7721682562852619;0,7220965502396466;16,732421487737;14,1427568116806;3,04894725671107;4,4400405349808;5,31664104435856;6,86682795167747;311697,55652870104;296130,371746683;238215,227805732;210226,308293112;206904,417887121;219780,934409607;223609,88563330602;223803,904268153;275253,397322647;238386,253250649;276067,899297041;1,34611584735473;0,674031972096755;0,631523652015495;0,6970587173403778;0,7147731303779191;2,78007262462466;1,35747890706519;1,53451581259114
0,778183110762972;0,7270289588216061;0,9468654886520153;0,7373270400292173;0,6617797151079439;0,7396961176626292;0,7067390772658555;0,7791540516833722;0,7240644180010255;0,9640516298656243;0,7560919240121194;0,6550749855123655;15,975587744867001;14,286787178447401;2,4685809434102;5,36682787150105;5,13307659445375;6,395907040866259;307729,442489508;297706,410620408;222805,338976405;204934,17170736898;203565,957544273;217013,36699138102;220786,567873746;220613,211076431;273660,538559372;244853,13723795398;276555,91549413104;1,23694816280992;0,6340591478989821;0,6044147598770021;0,6812435227677679;0,689107879186562;2,7749444951752995;1,3608581518496001;1,8231832504797199
0,6972133652670509;0,7328724093093606;0,9216964041028969;0,7050207578685881;0,9786366043456423;0,71691998611036;0,7209703378821519;0,7837716283798343;0,6754090361489864;0,7457164660314608;0,990484210311141;0,8160598285808427;14,895701849277598;14,666645100332401;1,9630982145071798;4,0160860911779395;6,13053054068569;6,80172282364957;288918,718991354;287910,129358234;231492,6187757;202149,634333689;199121,33796427102;209390,63503398397;212432,300705223;212930,994347283;257870,89185207698;230430,472726278;259266,776992899;1,3103201158806899;0,639152690103433;0,6010072847241371;0,672959969371959;0,671678976484625;2,55718461982375;1,25913466349778;1,50983498652408
0,7126739603698401;0,8279477428923354;0,6134592381114337;0,8043293281547846;0,7575066388698424;0,696213337171839;0,7118316660160121;0,8194481436321653;0,9293633175142041;0,7054425630954888;0,8573103029634499;0,6622868491915503;14,757824867864402;15,938527980813301;3,44054774903851;4,06158758941923;5,89848008836339;6,4005239543048;302036,971424141;306825,544182855;233388,42556914;207995,09634421;205131,753717798;217847,455659463;221087,136360498;221451,80415843602;272980,715183945;231632,84645871;275566,592187444;1,30636738554216;0,6197917418397421;0,6147034833211539;0,6711037047974939;0,707103387282686;2,7359049798287405;1,29736087503019;2,3699067792271804
0,7777103071549425;0,45828322159275053;0,5574430500598843;0,6695430514168283;0,6667621295592441;0,7307037234718383;0,7602611978614805;0,7287228062798722;0,6403518880885358;0,9437058180060536;0,37940020293590276;0,5560815533218098;16,2669125383121;9,50940707611222;2,37127481864923;5,30139671594776;2,64409089919363;5,00927694951871;300486,486397571;269407,75790533604;211305,89693832397;199417,11466609398;200990,0011187;213592,693609597;215642,43226291102;214713,77880812698;262058,419259808;221402,50738377898;266032,05376294104;1,1530610236600098;0,634272752128663;0,602711871180648;0,6862042136752691;0,6858998852896661;2,78912599210448;1,2468559380283601;0,957328423264862
0,7298494492196913;0,6006159680331368;0,7563432633978777;0,7639242922843595;0,837154165450491;0,6585938603627532;0,7836021433394036;0,7831638373534622;0,9291729944147301;0,5175445347519625;0,875050506300214;0,813919483528849;15,5656554842837;12,2904150184711;2,87195427265084;2,69984443199367;5,50950680199795;6,598215475825009;289808,446890183;272181,990457022;218766,890076045;198536,47015361;197419,740876816;208060,00102234603;210578,579048303;210499,45299002397;254736,34635739698;223961,216975269;255849,626937397;1,19635436720234;0,597101302754931;0,5858537230821821;0,634587662289935;0,663183782379037;2,53085705974121;1,2061683873206699;1,09730383668763
0,5704658787400875;0,8381494466165045;0,4114933786475977;0,7755762545021135;0,3954763178732356;0,7820968347835432;0,6669183235266724;0,7493199743561505;0,679292689833033;0,6354438104037308;0,9295198609964404;0,5344791340236723;12,1009996641271;16,0650118826487;2,6511466254459504;3,7815606359553398;6,33814044952164;5,17890856362353;291525,579886331;311518,64697286603;198761,95354550102;197469,887571167;202107,24520729;214949,159444243;217332,31988267897;216523,05495683601;269699,34402149;216679,780969494;276119,191103582;1,09595677388031;0,5843409249066751;0,6107989606418149;0,68338446392853;0,6912079332289921;2,79585615234407;1,2110885510057;3,3447148767306
0,642909950484415;0,47460904049162456;0,5044054913607569;0,5473297820728956;0,5400151824524464;0,4884442833095893;0,7603630221588066;0,6017817273242971;0,8877642463022772;0,34240058463032985;0,9389568192004571;0,5580183518769515;13,9347044526747;9,920534293750132;2,4871370046470203;1,7787888930314402;5,7285336209732;4,42224358256727;279693,301247332;258474,36366175397;192413,596300067;186475,646252031;189095,277215844;201150,295302078;202917,30691654302;201743,11793032198;244287,951297812;205554,249834984;251867,93800782398;1,03416088729606;0,544102799800745;0,56254893793533;0,645953415927058;0,59230005243556;2,63398246534067;1,10538937929501;1,8101323317778502
0,9537498849087807;0,8816516642988192;0,4944814321564203;0,7683880902748131;0,9881800671319532;0,7305501432267356;0,8197021137621312;0,6331275427096383;0,652772853883947;0,6855641218781995;0,47565516952509085;0,8224605295290492;18,364339072684;16,3198856158899;3,95240025034254;5,28403941974857;4,17916778885129;9,03205641651285;338751,180276333;326675,69669188804;264131,93891707197;231029,938777968;228114,504305373;242146,956789739;245161,79382128;244622,474527475;294894,862131571;243663,753674233;294744,799041882;1,50579383616329;0,7581593763786251;0,746878983706065;0,7703490435959179;0,767877862586993;3,1127600064323504;1,36273613635224;1,5495951844311597
